frame,input.bActivateBoost,input.bHoldingBoost,input.Steer,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
103,True,True,-1.000000,1.000000,233.099991,-317.459991,18.639999,-31.029999,-847.799988,8.440000,-0.002144,-0.002037,0.722304,-0.691570,0.000200,0.000000,-2.472300
104,True,True,-1.000000,1.000000,232.839996,-324.519989,18.639999,-48.139999,-851.229980,8.440000,-0.002166,-0.002015,0.729389,-0.684092,0.000200,0.000000,-2.472200
105,True,True,-1.000000,1.000000,232.439987,-331.609985,18.639999,-65.409996,-854.269958,8.440000,-0.002188,-0.001993,0.736395,-0.676545,0.000200,0.000000,-2.471900
106,True,True,-1.000000,1.000000,231.889999,-338.729980,18.639999,-82.830002,-856.899963,8.440000,-0.002209,-0.001972,0.743326,-0.668922,0.000200,0.000000,-2.471500
107,True,True,-1.000000,1.000000,231.199997,-345.869995,18.639999,-100.389999,-859.130005,8.440000,-0.002231,-0.001950,0.750173,-0.661235,0.000200,0.000000,-2.471000
108,True,True,-1.000000,1.000000,230.360001,-353.029999,18.639999,-118.070000,-860.949951,8.440000,-0.002252,-0.001929,0.756941,-0.653477,0.000200,0.000000,-2.470400
109,True,True,-1.000000,1.000000,229.379990,-360.199982,18.639999,-135.869995,-862.349976,8.440000,-0.002274,-0.001907,0.763628,-0.645649,0.000100,0.000000,-2.469700
110,True,True,-1.000000,1.000000,228.250000,-367.389984,18.639999,-153.769989,-863.339966,8.440000,-0.002295,-0.001885,0.770232,-0.637756,0.000100,0.000000,-2.468900
111,True,True,-1.000000,1.000000,226.970001,-374.579987,18.639999,-171.759995,-863.909973,8.440000,-0.002317,-0.001864,0.776752,-0.629799,0.000000,0.000000,-2.467900
112,True,True,-1.000000,1.000000,225.539993,-381.779999,18.639999,-189.830002,-864.059998,8.440000,-0.002339,-0.001842,0.783189,-0.621777,0.000000,0.000000,-2.466900
113,True,True,-1.000000,1.000000,223.959991,-388.979980,18.639999,-207.970001,-863.789978,8.440000,-0.002355,-0.001821,0.789537,-0.613695,0.000000,0.000000,-2.465700
114,True,True,-1.000000,1.000000,222.229996,-396.179993,18.639999,-226.169998,-863.089966,8.440000,-0.002371,-0.001794,0.795802,-0.605549,0.000000,0.000000,-2.464500
115,True,True,-1.000000,1.000000,220.349991,-403.369995,18.639999,-244.409988,-861.969971,8.440000,-0.002387,-0.001767,0.801980,-0.597344,0.000000,0.000000,-2.463200
116,True,True,-1.000000,1.000000,218.309998,-410.549988,18.639999,-262.690002,-860.419983,8.440000,-0.002403,-0.001740,0.808070,-0.589079,0.000000,0.000000,-2.461800
117,True,True,-1.000000,1.000000,216.119995,-417.720001,18.639999,-280.989990,-858.440002,8.440000,-0.002420,-0.001713,0.814069,-0.580760,0.000000,0.000000,-2.460300
118,True,True,-1.000000,1.000000,213.779999,-424.869995,18.639999,-299.299988,-856.039978,8.440000,-0.002436,-0.001686,0.819982,-0.572382,0.000000,0.000000,-2.458700
119,True,True,-1.000000,1.000000,211.289993,-432.000000,18.639999,-317.619995,-853.209961,8.440000,-0.002452,-0.001659,0.825804,-0.563950,0.000100,0.000000,-2.457000
120,True,True,-1.000000,1.000000,208.639999,-439.109985,18.639999,-335.929993,-849.949951,8.440000,-0.002468,-0.001632,0.831535,-0.555464,0.000100,0.000000,-2.455200
121,True,True,-1.000000,1.000000,205.839996,-446.190002,18.639999,-354.209991,-846.260010,8.440000,-0.002484,-0.001605,0.837174,-0.546929,0.000200,0.000000,-2.453400
122,True,True,-1.000000,1.000000,202.889999,-453.239990,18.639999,-372.459991,-842.149963,8.440000,-0.002500,-0.001578,0.842722,-0.538341,0.000200,0.000000,-2.451500
123,True,True,-1.000000,1.000000,199.789993,-460.259979,18.639999,-390.669983,-837.609985,8.440000,-0.002517,-0.001551,0.848178,-0.529704,0.000300,0.000000,-2.449500
124,True,True,-1.000000,1.000000,196.529999,-467.239990,18.639999,-408.819977,-832.649963,8.440000,-0.002533,-0.001524,0.853540,-0.521018,0.000300,0.000000,-2.447500
125,True,True,-1.000000,1.000000,193.119995,-474.179993,18.639999,-426.910004,-827.269958,8.440000,-0.002549,-0.001497,0.858808,-0.512289,0.000300,0.000000,-2.445400
126,True,True,-1.000000,1.000000,189.559998,-481.069977,18.639999,-444.919983,-821.469971,8.440000,-0.002565,-0.001470,0.863983,-0.503512,0.000300,0.000000,-2.443200
127,True,True,-1.000000,1.000000,185.849991,-487.919983,18.639999,-462.849976,-815.250000,8.440000,-0.002581,-0.001443,0.869064,-0.494691,0.000300,0.000000,-2.441000
128,True,True,-1.000000,1.000000,181.989990,-494.709991,18.639999,-480.679993,-808.619995,8.440000,-0.002598,-0.001416,0.874050,-0.485828,0.000300,0.000000,-2.438700
129,True,True,-1.000000,1.000000,177.979996,-501.449982,18.639999,-498.399994,-801.579956,8.440000,-0.002614,-0.001389,0.878941,-0.476921,0.000300,0.000000,-2.436400
130,True,True,-1.000000,1.000000,173.830002,-508.129974,18.639999,-516.010010,-794.130005,8.440000,-0.002630,-0.001362,0.883736,-0.467976,0.000300,0.000000,-2.434000
131,True,True,-1.000000,1.000000,169.529999,-514.750000,18.639999,-533.489990,-786.269958,8.440000,-0.002646,-0.001335,0.888437,-0.458988,0.000300,0.000000,-2.431600
132,True,True,-1.000000,1.000000,165.080002,-521.299988,18.639999,-550.830017,-778.010010,8.440000,-0.002662,-0.001308,0.893042,-0.449963,0.000300,0.000000,-2.429100
