frame,input.bJump,input.bJumped,input.bActivateBoost,input.bHoldingBoost,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
131,False,False,True,True,1.000000,0.000000,129.119995,82.220001,67.400002,465.449982,18.340000,-401.699982,0.826666,-0.538378,0.002166,0.163606,-0.977000,-0.834700,-4.388400
132,False,False,True,True,1.000000,0.000000,133.029999,82.309998,64.019997,469.149994,10.490000,-405.529999,0.815837,-0.554212,0.004335,0.165046,-0.982400,-0.871600,-4.456900
133,False,False,True,True,1.000000,0.000000,136.970001,82.330002,60.609997,472.549988,2.520000,-409.269989,0.804532,-0.570095,0.006595,0.166363,-0.988900,-0.908200,-4.525300
134,False,False,True,True,1.000000,0.000000,140.929993,82.279999,57.169998,475.629974,-5.550000,-412.919983,0.792745,-0.586004,0.008942,0.167555,-0.996600,-0.944400,-4.593600
135,False,False,True,True,1.000000,0.000000,144.919998,82.169998,53.699997,478.389984,-13.710000,-416.470001,0.780460,-0.601929,0.011380,0.168623,-1.005300,-0.980300,-4.661800
136,False,False,True,True,1.000000,0.000000,148.929993,81.989998,50.200001,480.809998,-21.959999,-419.929993,0.767669,-0.617849,0.013905,0.169567,-1.015100,-1.015800,-4.729900
137,False,False,True,True,1.000000,0.000000,152.569992,81.830002,47.980000,437.049988,-19.199999,-266.109985,0.763137,-0.630792,0.013339,0.139804,3.794500,-3.392200,-2.084100
138,False,False,True,True,1.000000,0.000000,156.229996,81.599998,45.730000,438.839996,-27.650000,-269.790009,0.759203,-0.639645,0.012869,0.119584,3.671700,-3.285000,-2.168800
139,False,False,True,True,1.000000,0.000000,159.899994,81.299995,43.450001,440.429993,-36.180000,-273.679993,0.754618,-0.648390,0.012319,0.099958,3.556200,-3.178300,-2.252800
140,False,False,True,True,1.000000,0.000000,163.580002,80.930000,41.139999,441.829987,-44.779999,-277.779999,0.749412,-0.657037,0.011688,0.080914,3.447800,-3.072100,-2.336000
141,False,False,True,True,1.000000,0.000000,167.269989,80.479996,38.790001,443.029999,-53.439999,-282.100006,0.743607,-0.665604,0.010970,0.062442,3.346300,-2.966400,-2.418400
142,False,False,True,True,1.000000,0.000000,170.970001,79.959999,36.399998,444.029999,-62.149998,-286.630005,0.737230,-0.674096,0.010166,0.044537,3.251400,-2.861300,-2.499900
143,False,False,True,True,1.000000,0.000000,174.679993,79.369995,33.969997,444.829987,-70.900002,-291.380005,0.730295,-0.682528,0.009271,0.027176,3.162900,-2.756800,-2.580400
