frame,input.bJump,input.bJumped,input.bActivateBoost,input.bHoldingBoost,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
130,False,False,True,True,1.000000,0.000000,125.199997,82.099998,70.709999,461.359985,26.099998,-397.979980,0.837049,-0.522561,-0.000154,0.162106,-0.974700,-0.796800,-4.319200
131,False,False,True,True,1.000000,0.000000,129.080002,82.250000,67.360001,465.359985,18.379999,-401.899994,0.826682,-0.538335,0.001923,0.163671,-0.978900,-0.834000,-4.387800
132,False,False,True,True,1.000000,0.000000,132.989990,82.339996,63.980000,469.059998,10.530000,-405.729980,0.815854,-0.554169,0.004092,0.165111,-0.984300,-0.870900,-4.456300
133,False,False,True,True,1.000000,0.000000,136.929993,82.360001,60.570000,472.459991,2.560000,-409.470001,0.804551,-0.570051,0.006352,0.166427,-0.990900,-0.907500,-4.524700
134,False,False,True,True,1.000000,0.000000,140.889999,82.309998,57.129997,475.539978,-5.510000,-413.119995,0.792766,-0.585961,0.008699,0.167620,-0.998600,-0.943700,-4.593000
135,False,False,True,True,1.000000,0.000000,144.879990,82.199997,53.660000,478.299988,-13.670000,-416.679993,0.780483,-0.601886,0.011138,0.168688,-1.007400,-0.979600,-4.661200
136,False,False,True,True,1.000000,0.000000,148.889999,82.019997,50.160000,480.720001,-21.920000,-420.149994,0.767698,-0.617801,0.013662,0.169632,-1.017200,-1.015100,-4.729300
137,False,False,True,True,1.000000,0.000000,152.529999,81.860001,47.939999,436.910004,-19.150000,-266.169983,0.763178,-0.630738,0.013080,0.139853,3.796700,-3.390300,-2.083200
138,False,False,True,True,1.000000,0.000000,156.190002,81.629997,45.689999,438.699982,-27.599998,-269.850006,0.759250,-0.639585,0.012600,0.119627,3.673800,-3.283100,-2.167800
139,False,False,True,True,1.000000,0.000000,159.860001,81.330002,43.410000,440.299988,-36.130001,-273.739990,0.754673,-0.648325,0.012039,0.099996,3.558200,-3.176400,-2.251700
140,False,False,True,True,1.000000,0.000000,163.539993,80.959999,41.090000,441.699982,-44.730000,-277.850006,0.749474,-0.656967,0.011397,0.080952,3.449700,-3.070200,-2.334800
141,False,False,True,True,1.000000,0.000000,167.229996,80.519997,38.739998,442.899994,-53.389999,-282.169983,0.743676,-0.665529,0.010674,0.062480,3.348000,-2.964500,-2.417100
142,False,False,True,True,1.000000,0.000000,170.929993,80.000000,36.349998,443.899994,-62.099998,-286.709991,0.737306,-0.674015,0.009859,0.044569,3.253000,-2.859400,-2.498500
143,False,False,True,True,1.000000,0.000000,174.639999,79.409996,33.919998,444.699982,-70.849998,-291.459991,0.730384,-0.682436,0.008953,0.027209,3.164400,-2.754900,-2.578900
144,False,False,True,True,1.000000,0.000000,178.339996,78.750000,31.469999,444.419983,-79.519997,-293.470001,0.723011,-0.690723,0.008019,0.009643,3.202000,-2.783100,-2.627700
145,False,False,True,True,1.000000,0.000000,182.039993,78.009995,28.990000,444.329987,-88.250000,-297.029999,0.715152,-0.698890,0.007021,-0.007793,3.188500,-2.751300,-2.689900
